city,state,dma_name,dma_code
PLATTEKILL,NY,NEW YORK,501
PLATTE CITY,MO,KANSAS CITY,616
PLATTE CENTER,NE,OMAHA,652
PLATTE,SD,SIOUX FALLS (MITCHELL),725
PLATINA,CA,CHICO - REDDING,868
PLANTERSVILLE,MS,COLUMBUS - TUPELO - WEST POINT,673
PLEASANT UNITY,PA,PITTSBURGH,508
PLANTERSVILLE,AL,MONTGOMERY (SELMA),698
PLANO,IL,CHICAGO,602
PLANKINTON,SD,SIOUX FALLS (MITCHELL),725
PLANADA,CA,FRESNO - VISALIA,866
PLAINWELL,MI,GRAND RAPIDS - KALMZOO - B. CRK,563
PLAINVILLE,NY,SYRACUSE,555
PLAINVILLE,KS,WICHITA - HUTCHINSON PLUS,678
PLATTEVILLE,WI,MADISON,669
PLATTSMOUTH,NE,OMAHA,652
PLAUCHEVILLE,LA,"ALEXANDRIA, LA",644
PLAYA DEL REY,CA,LOS ANGELES,803
PLEASANT SHADE,TN,NASHVILLE,659
PLEASANT PLAINS,IL,CHAMPAIGN & SPRNGFLD - DECATUR,648
PLEASANT PLAINS,AR,LITTLE ROCK - PINE BLUFF,693
PLEASANT MILLS,IN,FT. WAYNE,509
PLEASANT HILL,TN,KNOXVILLE,557
PLEASANT HILL,OR,EUGENE,801
PLEASANT HILL,LA,SHREVEPORT,612
PLEASANT HALL,PA,HARRISBURG - LNCSTR - LEB - YORK,566
PLEASANT GROVE,CA,SACRAMNTO - STKTN - MODESTO,862
PLEASANT GROVE,AR,LITTLE ROCK - PINE BLUFF,693
PLEASANT GROVE,AL,BIRMINGHAM (ANN & TUSC),630
PLEASANT GARDEN,NC,GREENSBORO - H. POINT - W. SALEM,518
PLEASANT DALE,NE,LINCOLN & HSTNGS - KRNY,722
PLEASANT CITY,OH,"COLUMBUS, OH",535
PLAZA,ND,MINOT - BISMARCK - DICKINSON,687
POCAHONTAS,MO,PADUCAH - CAPE GIRAR D - HARSBG,632
POCAHONTAS,TN,MEMPHIS,640
POCAHONTAS,VA,BLUEFIELD - BECKLEY - OAK HILL,559
PONCA,AR,"SPRINGFIELD, MO",619
PONDER,TX,DALLAS - FT. WORTH,623
POND EDDY,NY,NEW YORK,501
POND CREEK,OK,OKLAHOMA CITY,650
PONCHATOULA,LA,NEW ORLEANS,622
PONCHA SPRINGS,CO,DENVER,751
PONCE DE LEON,FL,PANAMA CITY,656
PONCA,NE,SIOUX CITY,624
POMPEYS PILLAR,MT,BILLINGS,756
POCOLA,OK,FT. SMITH - FAY - SPRNGDL - RGRS,670
POMPEY,NY,SYRACUSE,555
POMPEII,MI,FLINT - SAGINAW - BAY CITY,513
POMONA,NY,NEW YORK,501
POMONA,MO,"SPRINGFIELD, MO",619
POMFRET,MD,"WASHINGTON, DC (HAGRSTWN)",511
POMEROY,WA,SPOKANE,881
POMEROY,PA,PHILADELPHIA,504
PONDEROSA,NM,ALBUQUERQUE - SANTA FE,790
PONEMAH,MN,MINNEAPOLIS - ST. PAUL,613
PONETO,IN,FT. WAYNE,509
PONTIAC,IL,PEORIA - BLOOMINGTON,675
PORT ARANSAS,TX,CORPUS CHRISTI,600
PORT ALLEN,LA,BATON ROUGE,716
PORT ALLEGANY,PA,BUFFALO,514
PORCUPINE,SD,RAPID CITY,764
POPLARVILLE,MS,NEW ORLEANS,622
POPLAR RIDGE,NY,SYRACUSE,555
POPLAR GROVE,AR,MEMPHIS,640
POPLAR,MT,MINOT - BISMARCK - DICKINSON,687
POPE VALLEY,CA,SAN FRANCISCO - OAK - SAN JOSE,807
POPE,MS,MEMPHIS,640
POOLVILLE,TX,DALLAS - FT. WORTH,623
POOLER,GA,SAVANNAH,507
POOLE,KY,EVANSVILLE,649
PONY,MT,BUTTE - BOZEMAN,754
PONTOTOC,TX,AUSTIN,635
POMEROY,OH,CHARLESTON - HUNTINGTON,564
POMEROY,IA,DES MOINES - AMES,679
POMERENE,AZ,TUCSON (SIERRA VISTA),789
POINT ROBERTS,WA,SEATTLE - TACOMA,819
POINT PLEASANT,WV,CHARLESTON - HUNTINGTON,564
POINT OF ROCKS,WY,SALT LAKE CITY,770
POINT OF ROCKS,MD,"WASHINGTON, DC (HAGRSTWN)",511
POINT LOOKOUT,NY,NEW YORK,501
POINT LOOKOUT,MO,"SPRINGFIELD, MO",619
POINT COMFORT,TX,HOUSTON,618
POINT CLEAR,AL,MOBILE - PENSACOLA (FT WALT),686
POINT ARENA,CA,SAN FRANCISCO - OAK - SAN JOSE,807
POINT,TX,DALLAS - FT. WORTH,623
POESTENKILL,NY,ALBANY - SCHENECTADY - TROY,532
POCOPSON,PA,PHILADELPHIA,504
POCONO SUMMIT,PA,WILKES BARRE - SCRANTON,577
POCONO PINES,PA,WILKES BARRE - SCRANTON,577
POCONO LAKE,PA,WILKES BARRE - SCRANTON,577
POCOMOKE CITY,MD,SALISBURY,576
POINT REYES STATION,CA,SAN FRANCISCO - OAK - SAN JOSE,807
POINTE A LA HACHE,LA,NEW ORLEANS,622
POMARIA,SC,"COLUMBIA, SC",546
POLACCA,AZ,PHOENIX (PRESCOTT),753
POLVADERA,NM,ALBUQUERQUE - SANTA FE,790
POLSON,MT,MISSOULA,762
POLO,MO,KANSAS CITY,616
POLLOK,TX,TYLER - LONGVIEW (LFKN & NCGD),709
POLLOCKSVILLE,NC,GREENVILLE - N. BERN - WASHNGTN,545
POLLOCK PINES,CA,SACRAMNTO - STKTN - MODESTO,862
POLLOCK,SD,SIOUX FALLS (MITCHELL),725
POLLOCK,LA,"ALEXANDRIA, LA",644
POLLOCK,ID,SPOKANE,881
POLKTON,NC,CHARLOTTE,517
POLK CITY,IA,DES MOINES - AMES,679
POLK CITY,FL,TAMPA - ST. PETE (SARASOTA),539
POLK,PA,PITTSBURGH,508
POLAND,NY,UTICA,526
POLAND,IN,INDIANAPOLIS,527
PRESCOTT,MI,FLINT - SAGINAW - BAY CITY,513
PRESCOTT,WA,YAKIMA - PASCO - RCHLND - KNNWCK,810
RANGER,TX,ABILENE - SWEETWATER,662
RAPID CITY,MI,TRAVERSE CITY - CADILLAC,540
RANSON,WV,"WASHINGTON, DC (HAGRSTWN)",511
RANSOMVILLE,NY,BUFFALO,514
RANSOM,PA,WILKES BARRE - SCRANTON,577
RANSOM,IL,CHICAGO,602
RANKIN,TX,ODESSA - MIDLAND,633
RANIER,MN,DULUTH - SUPERIOR,676
RANGER,GA,ATLANTA,524
RANDOLPH,AL,BIRMINGHAM (ANN & TUSC),630
RANGELY,CO,DENVER,751
RANDOM LAKE,WI,MILWAUKEE,617
RANDOLPH,WI,MILWAUKEE,617
RANDOLPH,UT,SALT LAKE CITY,770
RANDOLPH,TX,DALLAS - FT. WORTH,623
RANDOLPH,OH,CLEVELAND - AKRON (CANTON),510
RANDOLPH,NE,SIOUX CITY,624
RAPIDS CITY,IL,DAVENPORT - R. ISLAND - MOLINE,682
RAQUETTE LAKE,NY,ALBANY - SCHENECTADY - TROY,532
RARITAN,IL,DAVENPORT - R. ISLAND - MOLINE,682
RATCLIFF,AR,FT. SMITH - FAY - SPRNGDL - RGRS,670
RAWL,WV,CHARLESTON - HUNTINGTON,564
RAVIA,OK,SHERMAN - ADA,657
RAVENWOOD,MO,KANSAS CITY,616
RAVENSWOOD,WV,CHARLESTON - HUNTINGTON,564
RAVENSDALE,WA,SEATTLE - TACOMA,819
RAVENNA,OH,CLEVELAND - AKRON (CANTON),510
RAVENNA,MI,GRAND RAPIDS - KALMZOO - B. CRK,563
RAVENEL,SC,"CHARLESTON, SC",519
RAVENA,NY,ALBANY - SCHENECTADY - TROY,532
RAVEN,VA,"TRI - CITIES, TN - VA",531
RATTAN,OK,SHERMAN - ADA,657
RATON,NM,ALBUQUERQUE - SANTA FE,790
RATLIFF CITY,OK,SHERMAN - ADA,657
RATHDRUM,ID,SPOKANE,881
RATCLIFF,TX,TYLER - LONGVIEW (LFKN & NCGD),709
RANDOLPH,KS,TOPEKA,605
RANDLETT,OK,WICHITA FALLS & LAWTON,627
RAEFORD,NC,RALEIGH - DURHAM (FAYETVLLE),560
RAINIER,OR,"PORTLAND, OR",820
RALEIGH,IL,PADUCAH - CAPE GIRAR D - HARSBG,632
RAKE,IA,ROCHESTR - MASON CITY - AUSTIN,611
RAISIN CITY,CA,FRESNO - VISALIA,866
RAINSVILLE,NM,ALBUQUERQUE - SANTA FE,790
RAINSVILLE,AL,HUNTSVILLE - DECATUR (FLOR),691
RAINS,SC,MYRTLE BEACH - FLORENCE,570
RAINIER,WA,SEATTLE - TACOMA,819
RAINELLE,WV,BLUEFIELD - BECKLEY - OAK HILL,559
RANDLE,WA,SEATTLE - TACOMA,819
RAINBOW LAKE,NY,BURLINGTON - PLATTSBURGH,523
RAINBOW,TX,DALLAS - FT. WORTH,623
RAILROAD,PA,HARRISBURG - LNCSTR - LEB - YORK,566
RAIL ROAD FLAT,CA,SACRAMNTO - STKTN - MODESTO,862
RAIFORD,FL,JACKSONVILLE,561
RAGLEY,LA,LAKE CHARLES,643
RAGLAND,WV,CHARLESTON - HUNTINGTON,564
RALEIGH,MS,"JACKSON, MS",718
RALEIGH,WV,BLUEFIELD - BECKLEY - OAK HILL,559
RALSTON,PA,WILKES BARRE - SCRANTON,577
RALSTON,WY,BILLINGS,756
RANDALL,MN,MINNEAPOLIS - ST. PAUL,613
RANDALL,IA,DES MOINES - AMES,679
RAND,CO,DENVER,751
RANCHOS DE TAOS,NM,ALBUQUERQUE - SANTA FE,790
RANCHO MIRAGE,CA,PALM SPRINGS,804
RANBURNE,AL,ATLANTA,524
RAMSEY,IL,ST. LOUIS,609
RAMSAY,MT,BUTTE - BOZEMAN,754
RAMONA,OK,TULSA,671
RAMONA,CA,SAN DIEGO,825
RAMEY,PA,JOHNSTOWN - ALTOONA,574
RAMER,TN,MEMPHIS,640
RAMER,AL,MONTGOMERY (SELMA),698
RAMAH,NM,ALBUQUERQUE - SANTA FE,790
RAMAH,CO,COLORADO SPRINGS - PUEBLO,752
RAWLINGS,MD,"WASHINGTON, DC (HAGRSTWN)",511
RAY,ND,MINOT - BISMARCK - DICKINSON,687
RAY CITY,GA,"ALBANY, GA",525
RED OAK,TX,DALLAS - FT. WORTH,623
REDBY,MN,MINNEAPOLIS - ST. PAUL,613
RED WING,MN,MINNEAPOLIS - ST. PAUL,613
RED VALLEY,AZ,ALBUQUERQUE - SANTA FE,790
RED ROCK,TX,AUSTIN,635
RED ROCK,OK,OKLAHOMA CITY,650
RED ROCK,AZ,PHOENIX (PRESCOTT),753
RED RIVER,NM,ALBUQUERQUE - SANTA FE,790
RED OAK,OK,TULSA,671
RAYLE,GA,AUGUSTA,520
RED OAK,NC,RALEIGH - DURHAM (FAYETVLLE),560
RED OAK,GA,ATLANTA,524
RED LODGE,MT,BILLINGS,756
RED LION,PA,HARRISBURG - LNCSTR - LEB - YORK,566
RED LEVEL,AL,MONTGOMERY (SELMA),698
RED LAKE FALLS,MN,FARGO - VALLEY CITY,724
RED LAKE,MN,MINNEAPOLIS - ST. PAUL,613
REDCREST,CA,EUREKA,802
REDDELL,LA,"LAFAYETTE, LA",642
REDDICK,FL,ORLANDO - DAYTONA BCH - MELBRN,534
REDDICK,IL,CHICAGO,602
REDWOOD,MS,"JACKSON, MS",718
REDWAY,CA,EUREKA,802
REDWATER,TX,SHREVEPORT,612
REDVALE,CO,GRAND JUNCTION - MONTROSE,773
REDMOND,UT,SALT LAKE CITY,770
REDMOND,OR,"BEND, OR",821
REDMON,IL,CHAMPAIGN & SPRNGFLD - DECATUR,648
REDKEY,IN,FT. WAYNE,509
REDIG,SD,RAPID CITY,764
REDGRANITE,WI,GREEN BAY - APPLETON,658
REDFORD,NY,BURLINGTON - PLATTSBURGH,523
REDFIELD,NY,SYRACUSE,555
REDFIELD,KS,JOPLIN - PITTSBURG,603
REDFIELD,IA,DES MOINES - AMES,679
REDFIELD,AR,LITTLE ROCK - PINE BLUFF,693
RED JACKET,WV,CHARLESTON - HUNTINGTON,564
RED HOUSE,WV,CHARLESTON - HUNTINGTON,564
RED FEATHER LAKES,CO,DENVER,751
READING,MI,LANSING,551
READER,WV,WHEELING - STEUBENVILLE,554
RAYWOOD,TX,HOUSTON,618
RAYVILLE,MO,KANSAS CITY,616
RAYVILLE,LA,MONROE - EL DORADO,628
RAYSAL,WV,BLUEFIELD - BECKLEY - OAK HILL,559
RAYNESFORD,MT,GREAT FALLS,755
RAYNE,LA,"LAFAYETTE, LA",642
RAYMONDVILLE,NY,WATERTOWN,549
RAYMOND,WA,SEATTLE - TACOMA,819
RAYMOND,SD,SIOUX FALLS (MITCHELL),725
RAYMOND,NE,LINCOLN & HSTNGS - KRNY,722
RAYMOND,MT,MINOT - BISMARCK - DICKINSON,687
RAYMOND,MS,"JACKSON, MS",718
RAYMOND,MN,MINNEAPOLIS - ST. PAUL,613
RAYMOND,CA,FRESNO - VISALIA,866
READFIELD,WI,GREEN BAY - APPLETON,658
READING CENTER,NY,ELMIRA (CORNING),565
RED CREEK,NY,"ROCHESTER, NY",538
READLYN,IA,CEDAR RAPIDS - WTRLO - IWC&DUB,637
RED CLOUD,NE,LINCOLN & HSTNGS - KRNY,722
RED CLIFF,CO,DENVER,751
RED BUD,IL,ST. LOUIS,609
RED BOILING SPRINGS,TN,NASHVILLE,659
RED BLUFF,CA,CHICO - REDDING,868
RECTORTOWN,VA,"WASHINGTON, DC (HAGRSTWN)",511
RECTOR,AR,JONESBORO,734
RECLUSE,WY,DENVER,751
REBERSBURG,PA,JOHNSTOWN - ALTOONA,574
REAMSTOWN,PA,HARRISBURG - LNCSTR - LEB - YORK,566
REALITOS,TX,CORPUS CHRISTI,600
REAGAN,TX,WACO - TEMPLE - BRYAN,625
REAGAN,TN,"JACKSON, TN",639
READYVILLE,TN,NASHVILLE,659
READSTOWN,WI,LA CROSSE - EAU CLAIRE,702
RAGLAND,AL,BIRMINGHAM (ANN & TUSC),630
RADOM,IL,ST. LOUIS,609
PRESCOTT,WI,MINNEAPOLIS - ST. PAUL,613
PROPHETSTOWN,IL,DAVENPORT - R. ISLAND - MOLINE,682
PROSPER,TX,DALLAS - FT. WORTH,623
PROSPECT PARK,PA,PHILADELPHIA,504
PROSPECT HILL,NC,GREENSBORO - H. POINT - W. SALEM,518
PROSPECT,TN,NASHVILLE,659
PROSPECT,OR,MEDFORD - KLAMATH FALLS,813
PROSPECT,NY,UTICA,526
PROSPECT,KY,LOUISVILLE,529
PROMPTON,PA,WILKES BARRE - SCRANTON,577
PROBERTA,CA,CHICO - REDDING,868
PROGRESO,TX,HARLINGEN - WSLCO - BRNSVL - MCA,636
PROCTORVILLE,OH,CHARLESTON - HUNTINGTON,564
PROCTORVILLE,NC,MYRTLE BEACH - FLORENCE,570
PROCTOR,WV,WHEELING - STEUBENVILLE,554
PROCTOR,TX,DALLAS - FT. WORTH,623
PROCTOR,OK,TULSA,671
PROCTOR,AR,MEMPHIS,640
PROSPERITY,PA,PITTSBURGH,508
PROSPERITY,SC,"COLUMBIA, SC",546
PROSPERITY,WV,BLUEFIELD - BECKLEY - OAK HILL,559
PROSSER,WA,YAKIMA - PASCO - RCHLND - KNNWCK,810
PULASKI,NY,SYRACUSE,555
PULASKI,MS,"JACKSON, MS",718
PULASKI,IL,PADUCAH - CAPE GIRAR D - HARSBG,632
PULASKI,GA,SAVANNAH,507
PUKWANA,SD,SIOUX FALLS (MITCHELL),725
PUEBLO OF ACOMA,NM,ALBUQUERQUE - SANTA FE,790
PUCKETT,MS,"JACKSON, MS",718
PRYOR,MT,BILLINGS,756
PRUDENVILLE,MI,TRAVERSE CITY - CADILLAC,540
PROVIDENCE FORGE,VA,RICHMOND - PETERSBURG,556
PROVIDENCE,UT,SALT LAKE CITY,770
PROVIDENCE,KY,EVANSVILLE,649
PROVENCAL,LA,SHREVEPORT,612
PROTIVIN,IA,ROCHESTR - MASON CITY - AUSTIN,611
PROTEM,MO,"SPRINGFIELD, MO",619
PROCIOUS,WV,CHARLESTON - HUNTINGTON,564
PRITCHETT,CO,COLORADO SPRINGS - PUEBLO,752
RADNOR,OH,"COLUMBUS, OH",535
PRESTON,OK,TULSA,671
PRICEDALE,PA,PITTSBURGH,508
PRICE,TX,TYLER - LONGVIEW (LFKN & NCGD),709
PREWITT,NM,ALBUQUERQUE - SANTA FE,790
PRETTY PRAIRIE,KS,WICHITA - HUTCHINSON PLUS,678
PRESTONSBURG,KY,CHARLESTON - HUNTINGTON,564
PRESTON HOLLOW,NY,ALBANY - SCHENECTADY - TROY,532
PRESTON,WA,SEATTLE - TACOMA,819
PRESTON,MS,MERIDIAN,711
PRIOR LAKE,MN,MINNEAPOLIS - ST. PAUL,613
PRESTON,MD,BALTIMORE,512
PRESTON,ID,SALT LAKE CITY,770
PRESTON,GA,"COLUMBUS, GA",522
PRESQUE ISLE,WI,WAUSAU - RHINELANDER,705
PRESQUE ISLE,MI,TRAVERSE CITY - CADILLAC,540
PRESHO,SD,SIOUX FALLS (MITCHELL),725
PRICHARD,WV,CHARLESTON - HUNTINGTON,564
PRIDE,LA,BATON ROUGE,716
PRIEST RIVER,ID,SPOKANE,881
PRIMGHAR,IA,SIOUX CITY,624
PRINSBURG,MN,MINNEAPOLIS - ST. PAUL,613
PRINGLE,SD,RAPID CITY,764
PRINEVILLE,OR,"PORTLAND, OR",820
PRINCEWICK,WV,BLUEFIELD - BECKLEY - OAK HILL,559
PRINCEVILLE,IL,PEORIA - BLOOMINGTON,675
PRINCETON,WI,GREEN BAY - APPLETON,658
PRINCETON,TX,DALLAS - FT. WORTH,623
PRINCETON,NC,RALEIGH - DURHAM (FAYETVLLE),560
PRINCETON,LA,SHREVEPORT,612
PRINCETON,KY,PADUCAH - CAPE GIRAR D - HARSBG,632
PRINCETON,ID,SPOKANE,881
PRINCETON,CA,SACRAMNTO - STKTN - MODESTO,862
PRINCE GEORGE,VA,RICHMOND - PETERSBURG,556
PRINCE FREDERICK,MD,"WASHINGTON, DC (HAGRSTWN)",511
PRINCE,WV,BLUEFIELD - BECKLEY - OAK HILL,559
PULASKI,TN,NASHVILLE,659
PULASKI,VA,ROANOKE - LYNCHBURG,573
PULASKI,WI,GREEN BAY - APPLETON,658
QUINCY,IN,INDIANAPOLIS,527
QUINTON,AL,BIRMINGHAM (ANN & TUSC),630
QUINQUE,VA,CHARLOTTESVILLE,584
QUINN,SD,RAPID CITY,764
QUINLAN,TX,DALLAS - FT. WORTH,623
QUINCY,WA,SPOKANE,881
QUINCY,PA,HARRISBURG - LNCSTR - LEB - YORK,566
QUINCY,MI,GRAND RAPIDS - KALMZOO - B. CRK,563
QUINCY,CA,SACRAMNTO - STKTN - MODESTO,862
PULLMAN,WA,SPOKANE,881
QUINBY,VA,NORFOLK - PORTSMTH - NEWPT NWS,544
QUINAULT,WA,SEATTLE - TACOMA,819
QUILCENE,WA,SEATTLE - TACOMA,819
QUESTA,NM,ALBUQUERQUE - SANTA FE,790
QUENTIN,PA,HARRISBURG - LNCSTR - LEB - YORK,566
QUENEMO,KS,TOPEKA,605
QUEMADO,TX,SAN ANTONIO,641
QUINTON,OK,TULSA,671
QUINTON,VA,RICHMOND - PETERSBURG,556
QUINWOOD,WV,BLUEFIELD - BECKLEY - OAK HILL,559
QUITMAN,AR,LITTLE ROCK - PINE BLUFF,693
RADIUM SPRINGS,NM,EL PASO (LAS CRUCES),765
RADISSON,WI,DULUTH - SUPERIOR,676
RADCLIFFE,IA,DES MOINES - AMES,679
RACKERBY,CA,SACRAMNTO - STKTN - MODESTO,862
RACINE,WV,CHARLESTON - HUNTINGTON,564
RACINE,OH,CHARLESTON - HUNTINGTON,564
RACINE,MO,JOPLIN - PITTSBURG,603
RACINE,MN,ROCHESTR - MASON CITY - AUSTIN,611
RACELAND,LA,NEW ORLEANS,622
RABUN GAP,GA,ATLANTA,524
QUOGUE,NY,NEW YORK,501
QUITMAN,TX,TYLER - LONGVIEW (LFKN & NCGD),709
QUITMAN,MS,MERIDIAN,711
QUITMAN,LA,MONROE - EL DORADO,628
QUITMAN,GA,TALLAHASSEE - THOMASVILLE,530
QUEMADO,NM,ALBUQUERQUE - SANTA FE,790
QUEENSTOWN,MD,BALTIMORE,512
QUEEN CITY,TX,SHREVEPORT,612
PURYEAR,TN,NASHVILLE,659
PURMELA,TX,WACO - TEMPLE - BRYAN,625
PURLEAR,NC,GREENSBORO - H. POINT - W. SALEM,518
PURGITSVILLE,WV,"WASHINGTON, DC (HAGRSTWN)",511
PURDYS,NY,NEW YORK,501
PURDY,MO,"SPRINGFIELD, MO",619
PURDUM,NE,LINCOLN & HSTNGS - KRNY,722
PURDON,TX,DALLAS - FT. WORTH,623
PURDIN,MO,KANSAS CITY,616
PURCHASE,NY,NEW YORK,501
PURCELL,OK,OKLAHOMA CITY,650
PUNGOTEAGUE,VA,NORFOLK - PORTSMTH - NEWPT NWS,544
PULTNEYVILLE,NY,"ROCHESTER, NY",538
PULTENEY,NY,ELMIRA (CORNING),565
PURVIS,MS,HATTIESBURG - LAUREL,710
PUT IN BAY,OH,TOLEDO,547
QUEEN ANNE,MD,BALTIMORE,512
PUTNAM,TX,ABILENE - SWEETWATER,662
QUASQUETON,IA,CEDAR RAPIDS - WTRLO - IWC&DUB,637
QUARRYVILLE,PA,HARRISBURG - LNCSTR - LEB - YORK,566
QUANTICO,VA,"WASHINGTON, DC (HAGRSTWN)",511
QUANTICO,MD,SALISBURY,576
QUANAH,TX,WICHITA FALLS & LAWTON,627
QUAKERTOWN,PA,PHILADELPHIA,504
QUAKAKE,PA,WILKES BARRE - SCRANTON,577
PYOTE,TX,ODESSA - MIDLAND,633
PYLESVILLE,MD,BALTIMORE,512
PYATT,AR,"SPRINGFIELD, MO",619
PUTNEY,KY,KNOXVILLE,557
PUTNEY,GA,"ALBANY, GA",525
PUTNAM VALLEY,NY,NEW YORK,501
PUTNAM STATION,NY,ALBANY - SCHENECTADY - TROY,532
PUTNAM HALL,FL,JACKSONVILLE,561
RUTHVILLE,VA,RICHMOND - PETERSBURG,556
RUTLEDGE,MO,OTTUMWA - KIRKSVILLE,631
STATE PARK,SC,"COLUMBIA, SC",546
SIX MILE RUN,PA,JOHNSTOWN - ALTOONA,574
SKIDMORE,TX,CORPUS CHRISTI,600
SKIATOOK,OK,TULSA,671
SKELTON,WV,BLUEFIELD - BECKLEY - OAK HILL,559
SKANEE,MI,MARQUETTE,553
SKANEATELES FALLS,NY,SYRACUSE,555
SKANDIA,MI,MARQUETTE,553
SKAMOKAWA,WA,"PORTLAND, OR",820
SIX MILE,SC,GREENVLL - SPART - ASHEVLL - AND,567
SINTON,TX,CORPUS CHRISTI,600
SIX LAKES,MI,GRAND RAPIDS - KALMZOO - B. CRK,563
SISTERSVILLE,WV,WHEELING - STEUBENVILLE,554
SISTERS,OR,"BEND, OR",821
SISTER BAY,WI,GREEN BAY - APPLETON,658
SIPSEY,AL,BIRMINGHAM (ANN & TUSC),630
SIPESVILLE,PA,JOHNSTOWN - ALTOONA,574
SIOUX RAPIDS,IA,SIOUX CITY,624
SKIPPACK,PA,PHILADELPHIA,504
SKULL VALLEY,AZ,PHOENIX (PRESCOTT),753
SKWENTNA,AK,ANCHORAGE,743
SKYFOREST,CA,LOS ANGELES,803
SLAYDEN,TN,NASHVILLE,659
SLAUGHTER,LA,BATON ROUGE,716
SLATYFORK,WV,ROANOKE - LYNCHBURG,573
SLATINGTON,PA,PHILADELPHIA,504
SLATERVILLE SPRINGS,NY,SYRACUSE,555
SLATER,SC,GREENVLL - SPART - ASHEVLL - AND,567
SLATER,MO,KANSAS CITY,616
SLATER,CO,DENVER,751
SLATEDALE,PA,PHILADELPHIA,504
SLATE HILL,NY,NEW YORK,501
SLANESVILLE,WV,"WASHINGTON, DC (HAGRSTWN)",511
SLAGLE,LA,"ALEXANDRIA, LA",644
SKYTOP,PA,WILKES BARRE - SCRANTON,577
SKYLAND,NC,GREENVLL - SPART - ASHEVLL - AND,567
SKYKOMISH,WA,SEATTLE - TACOMA,819
SIOUX CENTER,IA,SIOUX CITY,624
SINSINAWA,WI,MADISON,669
SLEDGE,MS,MEMPHIS,640
SILVER POINT,TN,NASHVILLE,659
SILVERPEAK,NV,RENO,811
SILVERHILL,AL,MOBILE - PENSACOLA (FT WALT),686
SILVERDALE,PA,PHILADELPHIA,504
SILVER STAR,MT,BUTTE - BOZEMAN,754
SILVER SPRINGS,NY,BUFFALO,514
SILVER SPRINGS,NV,RENO,811
SILVER SPRING,PA,HARRISBURG - LNCSTR - LEB - YORK,566
SILVER PLUME,CO,DENVER,751
SINKING SPRING,OH,CINCINNATI,515
SILVER LAKE,OR,MEDFORD - KLAMATH FALLS,813
SILVER LAKE,NY,BUFFALO,514
SILVER LAKE,MN,MINNEAPOLIS - ST. PAUL,613
SILVER LAKE,KS,TOPEKA,605
SILVER GROVE,KY,CINCINNATI,515
SILVER CREEK,WA,SEATTLE - TACOMA,819
SILVER CREEK,NY,BUFFALO,514
SILVERTHORNE,CO,DENVER,751
SILVERTON,CO,DENVER,751
SILVERTON,ID,SPOKANE,881
SILVERTON,OR,"PORTLAND, OR",820
SINCLAIRVILLE,NY,BUFFALO,514
SINAI,SD,SIOUX FALLS (MITCHELL),725
SIMPSONVILLE,MD,BALTIMORE,512
SIMPSONVILLE,KY,LOUISVILLE,529
SIMPSON,WV,CLARKSBURG - WESTON,598
SIMPSON,NC,GREENVILLE - N. BERN - WASHNGTN,545
SIMPSON,LA,"ALEXANDRIA, LA",644
SIMPSON,KS,WICHITA - HUTCHINSON PLUS,678
SIMONTON,TX,HOUSTON,618
SIMON,WV,BLUEFIELD - BECKLEY - OAK HILL,559
SIMMS,TX,SHREVEPORT,612
SIMMS,MT,GREAT FALLS,755
SIMMESPORT,LA,"ALEXANDRIA, LA",644
SIMLA,CO,DENVER,751
SILVERTON,TX,AMARILLO,634
SLAYTON,MN,SIOUX FALLS (MITCHELL),725
SLEEPY EYE,MN,MANKATO,737
SHAWANO,WI,GREEN BAY - APPLETON,658
SMITHVILLE FLATS,NY,BINGHAMTON,502
SMYRNA,NY,BINGHAMTON,502
SMYRNA,DE,PHILADELPHIA,504
SMYER,TX,LUBBOCK,651
SMOOT,WY,SALT LAKE CITY,770
SMOKETOWN,PA,HARRISBURG - LNCSTR - LEB - YORK,566
SMOCK,PA,PITTSBURGH,508
SMITHWICK,SD,RAPID CITY,764
SMITHVILLE,WV,CLARKSBURG - WESTON,598
SMITHTOWN,NY,NEW YORK,501
SMITHVILLE,TX,AUSTIN,635
SMITHVILLE,TN,NASHVILLE,659
SMITHVILLE,OK,SHREVEPORT,612
SMITHVILLE,OH,CLEVELAND - AKRON (CANTON),510
SMITHVILLE,MO,KANSAS CITY,616
SMITHVILLE,IN,INDIANAPOLIS,527
SMITHVILLE,GA,"ALBANY, GA",525
SMYRNA,SC,CHARLOTTE,517
SMYRNA,TN,NASHVILLE,659
SNEADS,FL,PANAMA CITY,656
SNEADS FERRY,NC,GREENVILLE - N. BERN - WASHNGTN,545
SOAP LAKE,WA,SPOKANE,881
SNYDER,OK,OKLAHOMA CITY,650
SNYDER,NE,OMAHA,652
SNYDER,CO,DENVER,751
SNOWVILLE,UT,SALT LAKE CITY,770
SNOWMASS VILLAGE,CO,DENVER,751
SNOWFLAKE,AZ,PHOENIX (PRESCOTT),753
SNOW LAKE,AR,LITTLE ROCK - PINE BLUFF,693
SNOW HILL,NC,GREENVILLE - N. BERN - WASHNGTN,545
SNOW HILL,MD,SALISBURY,576
SNOW CAMP,NC,GREENSBORO - H. POINT - W. SALEM,518
SNOVER,MI,DETROIT,505
SNOQUALMIE PASS,WA,YAKIMA - PASCO - RCHLND - KNNWCK,810
SNOOK,TX,WACO - TEMPLE - BRYAN,625
SNELLING,CA,FRESNO - VISALIA,866
